"code","product_name","brands","categories","pnns_groups_1","labels","countries_en","quantity","url","ingredients_text","allergens","traces","nutriscore_grade","nutriscore_score","energy_100g","fat_100g","saturated-fat_100g","carbohydrates_100g","sugars_100g","fiber_100g","proteins_100g","salt_100g","nova_group","image_url","image_small_url","image_ingredients_url","image_ingredients_small_url","image_nutrition_url"
"264","corn bread","Bofrost","multi vitaminico","unknown","","Canada","","http://world-en.openfoodfacts.org/product/00000264/corn-bread-bofrost","","","","C","6.0","389.1","2.29999995231628","1.39999997615814","13.3000001907349","2.20000004768372","1.10000002384186","4.30000019073486","1.2","","https://images.openfoodfacts.org/images/products/invalid/front_en.13.400.jpg","https://images.openfoodfacts.org/images/products/invalid/front_en.13.200.jpg","https://images.openfoodfacts.org/images/products/invalid/ingredients_it.17.400.jpg","https://images.openfoodfacts.org/images/products/invalid/ingredients_it.17.200.jpg","https://images.openfoodfacts.org/images/products/invalid/nutrition_it.21.400.jpg"
"2475","Soupe aux poireaux et lentilles à la française","","Plats préparés, Soupes","Composite foods","","Canada","","http://world-en.openfoodfacts.org/product/00002475/soupe-aux-poireaux-et-lentilles-a-la-francaise","","","","D","12.0","1510.9","1.3888888888889","0.0","63.888888888889","8.3333333333333","25.0","22.222222222222","2.2916666666667","","https://images.openfoodfacts.org/images/products/000/000/000/2475/front_fr.3.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/2475/front_fr.3.200.jpg","","","https://images.openfoodfacts.org/images/products/000/000/000/2475/nutrition_fr.5.400.jpg"
"2775","Formula 1","Herbalife,Balance","Meals, Dietary supplements, Meal replacements","Composite foods","No gluten","Canada","780.0 g","http://world-en.openfoodfacts.org/product/00002775/formula-1-herbalife","Soy Protein Isolate, Fructose, Cellulose Powder, Corn Bran, Cocoa Powder, Guar Gum, Coffee Powder, Potassium Chloride, Calcium Phosphate, Casein, Calcium Caseinate, Natural and Artificial Flavours, Rice Fiber, Soy Lecithin, Canola Oil, Beta Carotene, Medium Chain Triglycerides, Maltodextrin, Carrageenan, DL-Methionine, Inulin, Magnesium Oxide, Silicon Dioxide, Gum Arabic, Psyllium Husk Powder, Ginger Root Powder, Proteases Derived from Aspergillus niger and Aspergillus oryzae, Honey Powder, Citrus Pectin, Ascorbic Acid, DL-Alpha Tocopheryl Acetate, Propylene Glycol, Pomegranate Powder, Papaya Fruit Powder, Blueberry Powder, Biotin, Niacinamide, Ferrous Fumarate, Zinc Oxide, Copper Gluconate, Calcium D-Pantothenate, Bromelain, Papain Powder, Cyanocobalamin, Natural Flavour, Cholecalciferol, Folic Acid, Pyridoxine Hydrochloride, Thiamine Mononitrate, Riboflavin, Chromium Chloride, Sodium Molybdate, Sodium Selenite.","en:soybeans","","A","","1447.7","3.85","0.0","50.0","34.6","11.5","34.6","0.913","4.0","https://images.openfoodfacts.org/images/products/000/000/000/2775/front_en.3.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/2775/front_en.3.200.jpg","https://images.openfoodfacts.org/images/products/000/000/000/2775/ingredients_en.5.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/2775/ingredients_en.5.200.jpg","https://images.openfoodfacts.org/images/products/000/000/000/2775/nutrition_en.7.400.jpg"
"3082","Broccoli","","en:broccoli","Fruits and vegetables","","Canada","","http://world-en.openfoodfacts.org/product/00003082/broccoli-none","Broccoli","","","","","142.3","0.4","","6.5","","","3.0","0.075","1.0","https://images.openfoodfacts.org/images/products/000/000/000/3082/front_en.3.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/3082/front_en.3.200.jpg","","",""
"3118","Pears General","","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Fruits, Compléments alimentaires, Fruits frais, Poires, Poires fraîches","Fruits and vegetables","Sans gluten","Canada,United States","","http://world-en.openfoodfacts.org/product/00003118/pears-general-none","pea protein (43.5%), fructose, safflower oil, inulin, thickeners (guar gum, xanthan caraghennes gum, pectin), calcium citrate, but, emulsifier (sunflower lecithin), l-methionine, rapeseed oil, magnesium oxide, sodium chloride, l-ascorbic acid, beta-carotene, dl-alpha-tocopherol acetate, blueberry juice powder, potassium phosphate pomegranate juice, aromas, charge agent (microcristalline cellulose) , iron fumarate, nicotinamide, parsley powder, papaya powder, zinc oxide, calcium d-pantotherate, manganese carbonate, copper citrate, cyanocobalamine, cholecalciferol, pyridoxine chloride, thiamine chloride riboflavin, pteroylmonoglutamic acid, potassium iodure, sodium selenite, d-biotine r","","","D","16.0","422.6","0.3","1.6","27.0","26.0","12.0","0.6","2.5","4.0","https://images.openfoodfacts.org/images/products/000/000/000/3118/front_en.35.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/3118/front_en.35.200.jpg","https://images.openfoodfacts.org/images/products/000/000/000/3118/ingredients_fr.7.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/3118/ingredients_fr.7.200.jpg","https://images.openfoodfacts.org/images/products/000/000/000/3118/nutrition_fr.10.400.jpg"
"3283","Honeycrisp Apple","","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Apples, Fresh fruits, Fresh apples","Fruits and vegetables","","Canada,United States","160.0 g","http://world-en.openfoodfacts.org/product/00003283/honeycrisp-apple","honeycrisp apple","","","D","15.0","218.4","0.165","0.0549","13.7","10.4","2.42","0.275","2.47","","https://images.openfoodfacts.org/images/products/000/000/000/3283/front_en.12.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/3283/front_en.12.200.jpg","","","https://images.openfoodfacts.org/images/products/000/000/000/3283/nutrition_en.18.400.jpg"
"332233343","Sweet Envy","","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes","unknown","","Canada","","http://world-en.openfoodfacts.org/product/0000332233343/sweet-envy","","","","","","150.4","0.0","0.0","9.0909090909091","6.7653276955603","0.0","0.84566596194503","","","https://images.openfoodfacts.org/images/products/000/033/223/3343/front_fr.3.400.jpg","https://images.openfoodfacts.org/images/products/000/033/223/3343/front_fr.3.200.jpg","","","https://images.openfoodfacts.org/images/products/000/033/223/3343/nutrition_fr.5.400.jpg"
"3507","Cosmic Crisp Apple","","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Apples, Fresh fruits, Fresh apples","Fruits and vegetables","","Canada,United States","225.0 g","http://world-en.openfoodfacts.org/product/00003507/cosmic-crisp-apple","Cosmic Crisp apple","","","","","217.6","0.2","","14.0","","","0.2","","","https://images.openfoodfacts.org/images/products/000/000/000/3507/front_en.9.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/3507/front_en.9.200.jpg","","",""
"380101772","Roasted Chicken + Herb Flavour Collagen Bone Broth","Isagenix","Meals, Soups, Soup mixes","Composite foods","No gluten, No GMOs, No soy","Canada","210.0 g","http://world-en.openfoodfacts.org/product/0000380101772/roasted-chicken-herb-flavour-collagen-bone-broth-isagenix","Hydrolyzed bovine collagen, Bovine broth protein, Natural flavours, Guar gum, Acacia gum, Xanthan gum, Pink himalayan salt, Silicon dioxide, Onion powder, Black pepper, Garlic powder, Ascorbic acid","en:milk","","E","27.0","1343.1","7.14","0.0","14.3","14.3","0.0","57.1","7.32","4.0","https://images.openfoodfacts.org/images/products/000/038/010/1772/front_en.7.400.jpg","https://images.openfoodfacts.org/images/products/000/038/010/1772/front_en.7.200.jpg","https://images.openfoodfacts.org/images/products/000/038/010/1772/ingredients_en.12.400.jpg","https://images.openfoodfacts.org/images/products/000/038/010/1772/ingredients_en.12.200.jpg","https://images.openfoodfacts.org/images/products/000/038/010/1772/nutrition_en.5.400.jpg"
"380101788","Chocolate IsaPro Plant-Based Protein","Isagenix","Dietary supplements, Bodybuilding supplements, Protein powders","unknown","No gluten, Vegetarian, No artificial flavors, No artificial sweeteners, Vegan, No artificial colors, No artificial colours or flavours, No artificial flavourings or sweeteners, No soy","Canada","969.0 g","http://world-en.openfoodfacts.org/product/0000380101788/chocolate-isapro-plant-based-protein-isagenix","Protein comples (pea protein concentrate, brown rice protein concentrate), Cocoa powder, Medium-chain triglyceride oil powder, Sugars (fructose), Natural flavours, Xanthan gum, Sea salt, Stevia (stevia rebaudiana) leaf extract, Cinnamon.","","","D","15.0","1569.0","9.38","6.25","15.6","3.12","6.25","56.2","1.72","4.0","https://images.openfoodfacts.org/images/products/000/038/010/1788/front_en.8.400.jpg","https://images.openfoodfacts.org/images/products/000/038/010/1788/front_en.8.200.jpg","https://images.openfoodfacts.org/images/products/000/038/010/1788/ingredients_en.10.400.jpg","https://images.openfoodfacts.org/images/products/000/038/010/1788/ingredients_en.10.200.jpg","https://images.openfoodfacts.org/images/products/000/038/010/1788/nutrition_en.14.400.jpg"
"380102109","Chocolate Indulgence IsaLean Whole Blend Whey-Based Bar","Isagenix","Snacks","unknown","Sustainable, Kosher, No gluten, No GMOs, Sustainable Palm Oil, No soy, Orthodox Union Kosher","Canada","610.0 g","http://world-en.openfoodfacts.org/product/0000380102109/chocolate-indulgence-isalean-whole-blend-whey-based-bar-isagenix","Milk protein isolate, Whey protein cocoa crisps (whey protein isolate, whey protein concentrate, tapioca starch, Dutch cocoa powder, calcium carbonate, sunflower lecithin), Fructooligosaccharides, Glycerin, Polydextrose (3.5 g per serving of 61 g), Sugars (tapioca syrup, sugar), Maltodextrin (tapioca fibre), Modified palm kernel oil, Natural flavours, Almond butter, Whey protein isolate, Water, Sunflower oil, Chocolate liquor, Cocoa butter, Cocoa powder, Sunflower lecithin, Vegetable extract blend (broccoli, spinach, kale, squash, sweet potato, sunflower seed, cranberry, chlorella, maitake mushroom), Salt, Cream, Acacia gum, Carrageenan, Stevia leaf extract, Tocopherols, Peanuts","en:milk,en:nuts,en:peanuts","en:eggs,en:gluten,en:nuts,en:sesame-seeds,en:soybeans","C","10.0","1577.4","14.8","8.2","41.0","4.92","23.0","32.8","0.492","4.0","https://images.openfoodfacts.org/images/products/000/038/010/2109/front_en.3.400.jpg","https://images.openfoodfacts.org/images/products/000/038/010/2109/front_en.3.200.jpg","https://images.openfoodfacts.org/images/products/000/038/010/2109/ingredients_en.11.400.jpg","https://images.openfoodfacts.org/images/products/000/038/010/2109/ingredients_en.11.200.jpg","https://images.openfoodfacts.org/images/products/000/038/010/2109/nutrition_en.7.400.jpg"
"380102399","Xango Reserve","Isagenix","Plant-based foods and beverages, Beverages, Plant-based beverages, Juices and nectars","Beverages","","Canada","0.75 L","http://world-en.openfoodfacts.org/product/0000380102399/xango-reserve-isagenix","Mangosteen fruit puree, Water, Concentrated apple juice, Concentrated grape juice, Concentrated pear juice, Pear puree, Concentrated bluebarry juice, Citric acid, Concentrated raspberry juice, Concentrated strawberry juice, Concentrated cherry juice, Natural flavours, Concentrated cranberry juice, Canthan gum, Pectin, Potassium sorbate, Sodium benzoate","","","E","11.0","181.2","0.0","0.0","10.0","10.0","0.0","0.0","0.0417","4.0","https://images.openfoodfacts.org/images/products/000/038/010/2399/front_en.3.400.jpg","https://images.openfoodfacts.org/images/products/000/038/010/2399/front_en.3.200.jpg","https://images.openfoodfacts.org/images/products/000/038/010/2399/ingredients_en.10.400.jpg","https://images.openfoodfacts.org/images/products/000/038/010/2399/ingredients_en.10.200.jpg","https://images.openfoodfacts.org/images/products/000/038/010/2399/nutrition_en.5.400.jpg"
"380102673","Isagenix Isalean pro shake","","en:bodybuilding-supplements","unknown","","Canada","","http://world-en.openfoodfacts.org/product/0000380102673/isagenix-isalean-pro-shake","","","","A","","1722.8","8.8235294117647","4.4117647058824","30.882352941176","13.235294117647","8.8235294117647","52.941176470588","1.0661764705882","","https://images.openfoodfacts.org/images/products/000/038/010/2673/front_fr.3.400.jpg","https://images.openfoodfacts.org/images/products/000/038/010/2673/front_fr.3.200.jpg","","","https://images.openfoodfacts.org/images/products/000/038/010/2673/nutrition_fr.5.400.jpg"
"3991","Poudre de cacao","Organic traditions","poudre de cacao","unknown","No added sugar,Certified by Ecocert,USDA Organic,Canada Organic,Orthodox Union Kosher,HACCP,No gluten,Vegan,Without sulfites,No GMOs","Canada","227.0 g","http://world-en.openfoodfacts.org/product/00003991/poudre-de-cacao-organic-traditions","Poudre de cacao biologique Peut contenir : Noix, Graines de sésame","","","","","1464.4","10.0","5.0","","0.0","35.0","25.0","0.375","1.0","https://images.openfoodfacts.org/images/products/000/000/000/3991/front_fr.3.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/3991/front_fr.3.200.jpg","https://images.openfoodfacts.org/images/products/000/000/000/3991/ingredients_fr.5.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/3991/ingredients_fr.5.200.jpg","https://images.openfoodfacts.org/images/products/000/000/000/3991/nutrition_fr.7.400.jpg"
"4011","Bananer Bama","Bama dagligvare  as","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Tropical fruits,Bananas","Fruits and vegetables","No gluten","Canada,United States","200.0 g","http://world-en.openfoodfacts.org/product/00004011/bananer-bama-bama-dagligvare-as","Cavendish Bananas","","","C","4.0","502.1","0.0","0.0","31.0","17.0","4.0","1.0","0.0","","https://images.openfoodfacts.org/images/products/000/000/000/4011/front_en.36.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/4011/front_en.36.200.jpg","https://images.openfoodfacts.org/images/products/000/000/000/4011/ingredients_en.37.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/4011/ingredients_en.37.200.jpg","https://images.openfoodfacts.org/images/products/000/000/000/4011/nutrition_en.40.400.jpg"
"4032","Watermelon","","en:watermelons","Fruits and vegetables","","Canada","","http://world-en.openfoodfacts.org/product/00004032/watermelon-none","","","","","","125.5","0.0","","7.5","","","0.0","","","","","","",""
"4053","Miel du Queyras","Trader Joes","Breakfasts, Spreads, Sweet spreads, Bee products, Farming products, Sweeteners, Honeys","Sugary snacks","Organic, EU Organic, FR-BIO-10, AB Agriculture Biologique","Canada","","http://world-en.openfoodfacts.org/product/00004053/miel-du-queyras-trader-joes","","","","B","2.0","761.5","9.09","0.649","0.0","","","26.0","1.59","2.0","https://images.openfoodfacts.org/images/products/000/000/000/4053/front_en.6.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/4053/front_en.6.200.jpg","","",""
"4062","Organic Raw Pumpkin Seeds","","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Cucumbers","Fruits and vegetables","","Canada,United States","","http://world-en.openfoodfacts.org/product/00004062/organic-raw-pumpkin-seeds","organic raw pumpkin seeds (cucurbita pepo)","","","C","9.0","2510.4","53.3","8.33","13.3","0.0","3.33","26.7","0.05","1.0","https://images.openfoodfacts.org/images/products/000/000/000/4062/front_en.13.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/4062/front_en.13.200.jpg","","",""
"4066","Green Beans","","Plant-based foods and beverages, Plant-based foods, Legumes and their products, Fruits and vegetables based foods, Legumes, Vegetables based foods, Fresh foods, Fresh plant-based foods, Green beans, Fresh legumes, Fresh vegetables, Fresh green beans","Fruits and vegetables","","Canada,United States","100.0 g","http://world-en.openfoodfacts.org/product/00004066/green-beans","Green beans","","","","","150.6","0.0","","8.0","","","2.0","","1.0","https://images.openfoodfacts.org/images/products/000/000/000/4066/front_en.10.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/4066/front_en.10.200.jpg","","",""
"4067","Zucchini","","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Vegetables,Fresh foods,Fresh plant-based foods,Fresh vegetables,Zucchini,Fresh zucchini","Fruits and vegetables","","Canada,United States","200.0 g","http://world-en.openfoodfacts.org/product/00004067/zucchini","Zucchini","","","","","66.9","0.0","","3.0","","","1.0","","1.0","https://images.openfoodfacts.org/images/products/000/000/000/4067/front_en.16.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/4067/front_en.16.200.jpg","","",""
"4068","Green Onions","","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Condiments,Vegetables based foods,Culinary plants,Vegetables,Fresh foods,Fresh plant-based foods,Onions and their products,Fresh vegetables,Onions,Fresh onions,Scallions","Fruits and vegetables","","Canada,United States","","http://world-en.openfoodfacts.org/product/00004068/green-onions","Green onions","","","","","133.9","0.0","","7.0","","","2.0","","1.0","https://images.openfoodfacts.org/images/products/000/000/000/4068/front_en.9.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/4068/front_en.9.200.jpg","","",""
"4082","Red Onion","","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Condiments,Vegetables based foods,Culinary plants,Fresh foods,Fresh plant-based foods,Onions and their products,Fresh vegetables,Onions,Red onions,Fresh onions,Fresh red onions","Fruits and vegetables","","Canada,United States","300.0 g","http://world-en.openfoodfacts.org/product/00004082/red-onion","Red onions","","","","","175.7","0.0","","10.0","","","1.0","","1.0","https://images.openfoodfacts.org/images/products/000/000/000/4082/front_en.10.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/4082/front_en.10.200.jpg","","",""
"4135","Gala Apple","","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Apples, Sweet apples, Gala apples","Fruits and vegetables","","Canada,United States","225.0 g","http://world-en.openfoodfacts.org/product/00004135/gala-apple","gala apple","","","C","10.0","212.1","0.0","0.0","13.8","10.1","2.17","0.29","2.5","1.0","https://images.openfoodfacts.org/images/products/000/000/000/4135/front_en.5.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/4135/front_en.5.200.jpg","","",""
"4139","Epler Granny Smith","Bama dagligvare  as","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Apples, Fresh fruits, Acidic apples, Fresh apples, Granny Smith apples","Fruits and vegetables","No gluten","Canada,United States","","http://world-en.openfoodfacts.org/product/00004139/epler-granny-smith-bama-dagligvare-as","","","","A","0.0","845.2","0.0","0.0","10.8","10.3","2.29","0.327","0.00327","","https://images.openfoodfacts.org/images/products/000/000/000/4139/front_en.18.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/4139/front_en.18.200.jpg","","",""
"4556","Green Cabbage","","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Vegetables,Leaf vegetables","Fruits and vegetables","","Canada","","http://world-en.openfoodfacts.org/product/00004556/green-cabbage-none","","","","","","100.4","0.0","","6.0","","","2.0","","","","","","",""
"4689","Yellow Bell Pepper","","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Vegetables,Fresh foods,Fresh plant-based foods,Fresh vegetables,Sweet peppers,Fresh sweet peppers","Fruits and vegetables","","Canada,United Kingdom,United States","300.0 g","http://world-en.openfoodfacts.org/product/00004689/yellow-bell-pepper","yellow pepper","","","A","-4.0","115.0","0.5","0.0","4.4","4.4","1.0","0.8","0.01","1.0","https://images.openfoodfacts.org/images/products/000/000/000/4689/front_en.6.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/4689/front_en.6.200.jpg","","",""
"4725","Oven Baking Potato","","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Potatoes, Fresh-potatoes","Cereals and potatoes","","Canada,United States","300.0 g","http://world-en.openfoodfacts.org/product/00004725/oven-baking-potato","oven baking potatoes","","","","","389.1","0.0","","21.0","","","2.5","","","https://images.openfoodfacts.org/images/products/000/000/000/4725/front_en.9.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/4725/front_en.9.200.jpg","","",""
"4901","Bush’s Brown Sugar Hickory Baked Beans","Full circle market","Plant-based foods and beverages, Plant-based foods, Condiments, Culinary plants, Aromatic plants, Fresh foods, Aromatic-herbs, Fresh plant-based foods, Fresh aromatic plants, Parsley, Fresh parsley","unknown","Vegan,Vegetarian","Canada,United States","","http://world-en.openfoodfacts.org/product/00004901/bush-s-brown-sugar-hickory-baked-beans-full-circle-market","PREPARED NAVY BEANS, WATER, SUGAR. BROWN SUGAR. CONTAINS 2% OR LESS OF: TOMATO PUREE (TOMATO PASTE, WATER), SALT, WHITE MUSTARD (VINEGAR, WATER, MUSTARD SEED, SALT, NATURAL FLAVOR), MODIFIED CORN STARCH, ONION, VINEGAR, SPICE, CARAMEL COLOR GARLIC POWDER, NATURAL FLAVOR Rinse & Insert Lid METAL CAN how2recycle.info BUSH BROTHERS & COMPANY P.O. BOX 52330, DEPT.C. KNOXVILLE, TN 37950-2330 USA GLUTEN FREE www.bushbeans.com 1-844-558-5455 PLEASE REFER TO THE CODE ON END OF CAN. Convention Scan here for informa 園","","","","","83.7","0.5","","3.0","1.0","7.0","2.0","0.0590551167902515","4.0","https://images.openfoodfacts.org/images/products/000/000/000/4901/front_en.14.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/4901/front_en.14.200.jpg","https://images.openfoodfacts.org/images/products/000/000/000/4901/ingredients_en.20.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/4901/ingredients_en.20.200.jpg",""
"6546","Freeze Dried To Go Sausage Scramble","Thrive Life","Meals","Composite foods","","Canada","28.916 g","http://world-en.openfoodfacts.org/product/00006546/freeze-dried-to-go-sausage-scramble-thrive-life","Freeze dried sausage crumbles cooked pork (pork, salt, sugar, spices), Scrambled eggs (egg whites, whole eggs, corn starch, xanthan gum, beta carotene), Potatoes, Red and green bell peppers, Salt","en:eggs","","E","30.0","2020.9","27.6","8.62","31.0","6.9","3.45","31.0","3.02","4.0","https://images.openfoodfacts.org/images/products/000/000/000/6546/front_en.3.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/6546/front_en.3.200.jpg","https://images.openfoodfacts.org/images/products/000/000/000/6546/ingredients_en.5.400.jpg","https://images.openfoodfacts.org/images/products/000/000/000/6546/ingredients_en.5.200.jpg","https://images.openfoodfacts.org/images/products/000/000/000/6546/nutrition_en.7.400.jpg"
"703302420","Houmous oignons caramélisés","Fontaine santé","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Matières grasses, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner salés, Sauces, Trempettes, Houmous, en:groceries","Fat and sauces","végétarien, sans-gluten, végétalien, fr:sans-ogm, fr:sans-gluten, en:végane","Canada","482.0 g","http://world-en.openfoodfacts.org/product/0000703302420/houmous-oignons-caramelises-fontaine-sante","Pois chiches, eau, tahini (beurre de sesame), huile de canola, oignons caramélisés, sel de mer, vinaigre, ail, huile d’olive, epices","","","B","1.0","974.9","16.7","1.67","16.7","3.33","3.33","6.67","0.917","2.0","https://images.openfoodfacts.org/images/products/000/070/330/2420/front_fr.3.400.jpg","https://images.openfoodfacts.org/images/products/000/070/330/2420/front_fr.3.200.jpg","https://images.openfoodfacts.org/images/products/000/070/330/2420/ingredients_fr.5.400.jpg","https://images.openfoodfacts.org/images/products/000/070/330/2420/ingredients_fr.5.200.jpg","https://images.openfoodfacts.org/images/products/000/070/330/2420/nutrition_fr.7.400.jpg"
"901881074","Beurre de  bleuets","","Produits laitiers, Matières grasses, Produits à tartiner, Matières grasses à tartiner, Matières grasses animales, Matière grasse laitière, en:dairy-spread, Beurres","Fat and sauces","","Canada","","http://world-en.openfoodfacts.org/product/0000901881074/beurre-de-bleuets","","","","B","2.0","125.5","0.0","0.0","8.0","7.0","","0.1","0.0","2.0","https://images.openfoodfacts.org/images/products/000/090/188/1074/front_fr.3.400.jpg","https://images.openfoodfacts.org/images/products/000/090/188/1074/front_fr.3.200.jpg","","","https://images.openfoodfacts.org/images/products/000/090/188/1074/nutrition_fr.8.400.jpg"
"1100000548","chocolat chaud","Cow's","nl:Chocolade poeders, en:instant-chocolate-powders","unknown","","Canada","","http://world-en.openfoodfacts.org/product/0001100000548/chocolat-chaud-cow-s","","","","","","1820.0","13.0","13.0","78.3","65.2","2.17","2.17","1.79","","https://images.openfoodfacts.org/images/products/000/110/000/0548/front_en.3.400.jpg","https://images.openfoodfacts.org/images/products/000/110/000/0548/front_en.3.200.jpg","","","https://images.openfoodfacts.org/images/products/000/110/000/0548/nutrition_en.5.400.jpg"
"1111500030","Margarine Unsalted Sticks","Becel","Plant-based foods and beverages, Plant-based foods, Fats, Spreads, Plant-based spreads, Salted spreads, Spreadable fats, Vegetable fats, Margarines, Margarines with plant sterols esters","Salty snacks","New recipe Great For Baking","Canada","454.0 g","http://world-en.openfoodfacts.org/product/0001111500030/margarine-unsalted-sticks-becel","","","","","","","8.0","4.0","0.0","0.0","0.0","0.0","0.0","2.0","https://images.openfoodfacts.org/images/products/000/111/150/0030/front_en.6.400.jpg","https://images.openfoodfacts.org/images/products/000/111/150/0030/front_en.6.200.jpg","","","https://images.openfoodfacts.org/images/products/000/111/150/0030/nutrition_en.8.400.jpg"
"12105","Purdy Assorted Chocolates","","en:chocolate-candies","Sugary snacks","","Canada","","http://world-en.openfoodfacts.org/product/00012105/purdy-assorted-chocolates","sugar/glucose-fructose, milk ingredients, unsweetened chocolate, cocoa butter, almonds, peanuts, coconut oil, cashews, coconut (sulphites), macadamias, hazelnuts, cherries (sulphites), palm kernel and palm oils, pecans, ginger, salt, šoy lecithin, natural and artificial flavours, oranges, walnuts, glucose syrup (wheat), lemons, coffee, glycerol, dried egg white, vegetable oil, strawberry powder, raspberry powder, córnstarch, citric acid, invertase, water, yeast, instant coffee, colour, sodium benzoate, gum arabic, baking soda, gelatin, carrageenan, maltol, modified starch. truffles also contain: strawberry tequila, sambuca, brandy, kahlua, grand marnier, vodka, ice wine (sulphites), late harvest wine (sulphites). nutrition fack valeur nutrit per about 2 pieces par environ 2 moro amount teneur calories/ calori fat / lipides 9 saturated /s   trans / tra contents will vary","en:sulphur-dioxide-and-sulphites","","E","27.0","2045.5","31.111111111111","17.777777777778","51.111111111111","42.222222222222","4.4444444444444","6.6666666666667","0.25","4.0","https://images.openfoodfacts.org/images/products/000/000/001/2105/front_en.8.400.jpg","https://images.openfoodfacts.org/images/products/000/000/001/2105/front_en.8.200.jpg","https://images.openfoodfacts.org/images/products/000/000/001/2105/ingredients_en.4.400.jpg","https://images.openfoodfacts.org/images/products/000/000/001/2105/ingredients_en.4.200.jpg","https://images.openfoodfacts.org/images/products/000/000/001/2105/nutrition_en.10.400.jpg"
"1630000026","Amandes blanches entières","","en:almonds","Salty snacks","","Canada","","http://world-en.openfoodfacts.org/product/0001630000026/amandes-blanches-entieres","","","","","","2468.6","52.0","4.0","18.0","4.0","","20.0","","","https://images.openfoodfacts.org/images/products/000/163/000/0026/front_fr.3.400.jpg","https://images.openfoodfacts.org/images/products/000/163/000/0026/front_fr.3.200.jpg","","","https://images.openfoodfacts.org/images/products/000/163/000/0026/nutrition_fr.5.400.jpg"
"1630000187","Figues entières sèches","","en:dried-figs","Fruits and vegetables","","Canada","","http://world-en.openfoodfacts.org/product/0001630000187/figues-entieres-seches","","","","","","292.9","2.0","0.0","18.0","12.0","","1.0","","","https://images.openfoodfacts.org/images/products/000/163/000/0187/front_fr.3.400.jpg","https://images.openfoodfacts.org/images/products/000/163/000/0187/front_fr.3.200.jpg","","","https://images.openfoodfacts.org/images/products/000/163/000/0187/nutrition_fr.5.400.jpg"
